Code,Description,Category,CreatedAt
BT012,BT/EDR Spectrum Mask Test Fail,Bluetooth Test Function Issue,2026-04-29
BT013,BT/EDR Omega Test Fail,Bluetooth Test Function Issue,2026-04-29
BT014,BT/EDR DEVM Test Fail,Bluetooth Test Function Issue,2026-04-29
BT015,BT/EDR Power Diff Test Fail,Bluetooth Test Function Issue,2026-04-29
BT016,BT BER Test Fail,Bluetooth Test Function Issue,2026-04-29
BT017,BT/EDR Output Power Test Fail,Bluetooth Test Function Issue,2026-04-29
BT018,BT/LE Output Power Test Fail,Bluetooth Test Function Issue,2026-04-29
BT019,BT/LE Modulation Characteristics Test Fail,Bluetooth Test Function Issue,2026-04-29
BT020,BT/LE Frequency Device Sync Test Fail,Bluetooth Test Function Issue,2026-04-29
BT021,BT/BDR BER Test Fail,Bluetooth Test Function Issue,2026-04-29
BT022,BT/EDR BER Test Fail,Bluetooth Test Function Issue,2026-04-29
BT023,BT/LE BER Test Fail,Bluetooth Test Function Issue,2026-04-29
BT024,BT/EDR Initial Carrier Frequency Tolerance Test Fail,Bluetooth Test Function Issue,2026-04-29
BT025,BT/EDR Relative Power Test Fail,Bluetooth Test Function Issue,2026-04-29
BT026,BT/EDR Carrier Stability and Modulation,Bluetooth Test Function Issue,2026-04-29
BT027,BT/EDR Differential Phase Encoding Test Fail,Bluetooth Test Function Issue,2026-04-29
BT028,Check Bluetooth MAC Fail,Bluetooth Test Function Issue,2026-04-29
BT029,Set Bluetooth MAC Fail,Bluetooth Test Function Issue,2026-04-29
BT030,Read Bluetooth MAC Fail,Bluetooth Test Function Issue,2026-04-29
BT031,Scan BT Device Fail,Bluetooth Test Function Issue,2026-04-29
BT032,Write BT UUID Fail,Bluetooth Test Function Issue,2026-04-29
BT033,BT/BDR Frequency Delta Test Fail,Bluetooth Test Function Issue,2026-04-29
BT034,BT/LE Output Power Test Fail,Bluetooth Test Function Issue,2026-04-29
BT035,BT/LE Initial Carrier Frequency Tolerance Test Fail,Bluetooth Test Function Issue,2026-04-29
BT036,BT/LE Frequency Delta Test Fail,Bluetooth Test Function Issue,2026-04-29
BT037,BT/LE Radio Test Fail,Bluetooth Test Function Issue,2026-04-29
BT038,Check BT UUID Fail,Bluetooth Test Function Issue,2026-04-29
BT039,BT/LE Golden Telnet login Fail,Bluetooth Test Function Issue,2026-04-29
BT040,BT/LE DUT Telnet login Fail,Bluetooth Test Function Issue,2026-04-29
BT041,BT/LE Golden Read MAC Fail,Bluetooth Test Function Issue,2026-04-29
BT042,BT/LE DUT Read MAC Test Fail,Bluetooth Test Function Issue,2026-04-29
BT043,BT/LE Golden Check Status Fail,Bluetooth Test Function Issue,2026-04-29
BT044,BT/LE DUT Check Status Fail,Bluetooth Test Function Issue,2026-04-29
BT045,BT/LE Golden Throughput Test Fail,Bluetooth Test Function Issue,2026-04-29
BT046,BT/LE DUT Throughput Test Fail,Bluetooth Test Function Issue,2026-04-29
BT047,BT/LE Golden RSSI Test Fail,Bluetooth Test Function Issue,2026-04-29
BT048,BT/LE Dut RSSI Test Fail,Bluetooth Test Function Issue,2026-04-29
BT049,BT/LE xtal calibration fail,Bluetooth Test Function Issue,2026-04-29
BT050,BT/LE Frequency Delta ratio test fail,Bluetooth Test Function Issue,2026-04-29
BT051,BT/LE Rx PER fail,Bluetooth Test Function Issue,2026-04-29
BT052,Burn BLE NCP FW Fail,Bluetooth Test Function Issue,2026-04-29
BT053,Write BT crystal fail,Bluetooth Test Function Issue,2026-04-29
BT054,BT test parameter fail,Bluetooth Test Function Issue,2026-04-29
AL001,Get ADSL Channel Rate Fail,ADSL Test Function Issue,2026-04-29
AL002,Check ADSL Channel Rate Fail,ADSL Test Function Issue,2026-04-29
AL003,Get ADSL CRC Error Fail,ADSL Test Function Issue,2026-04-29
AL004,Check ADSL CRC Error Fail,ADSL Test Function Issue,2026-04-29
AL005,Get ADSL Noise Margin Fail,ADSL Test Function Issue,2026-04-29
AL006,Check ADSL Noise Margin Fail,ADSL Test Function Issue,2026-04-29
VL001,Get VDSL Channel Rate Fail,VDSL Test Function Issue,2026-04-29
VL002,Check VDSL Channel Rate Fail,VDSL Test Function Issue,2026-04-29
GT001     Get GFAST Channel Rate Fail,,GFAST Test Function Issue,2026-04-29
GT002     Check GFAST Channel Rate Fail,,GFAST Test Function Issue,2026-04-29
XL001,Get ADSL Annex A Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL002,Check ADSL Annex A Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL003,Get ADSL Annex B Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL004,Check ADSL Annex B Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL005,Get ADSL2 Annex A Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL006,Check ADSL2 Annex A Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL007,Get ADSL2 Annex B Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL008,Check ADSL2 Annex B Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL009,Get ADSL2+ Annex A Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL010,Check ADSL2+ Annex A Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL011,Get ADSL2+ Annex B Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL012,Check ADSL2+ Annex B Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL013,Get VDSL Annex A Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL014,Check VDSL Annex A Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL015,Get VDSL Annex B Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL016,Check VDSL Annex B Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL017,Get VDSL2 Annex A Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL018,Check VDSL2 Annex A Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL019,Get VDSL2 Annex B Channel Rate Fail,xDSL Test Function Issue,2026-04-29
XL020,Check VDSL2 Annex B Channel Rate Fail,xDSL Test Function Issue,2026-04-29
VP001,On Hook Fail,VOIP Test Function Issue,2026-04-29
VP002,Change Port Fail,VOIP Test Function Issue,2026-04-29
VP003,FXS DCV Test Fail,VOIP Test Function Issue,2026-04-29
VP004,FXS Ring Test Fail,VOIP Test Function Issue,2026-04-29
VP005,1K Voice Test Fail,VOIP Test Function Issue,2026-04-29
VP006,Quiet Noise Test Fail,VOIP Test Function Issue,2026-04-29
VP007,FXS Rx DTMF Test Fail,VOIP Test Function Issue,2026-04-29
VP008,FXS Tx DTMF Test Fail,VOIP Test Function Issue,2026-04-29
VP009,FXO Ring Test Fail,VOIP Test Function Issue,2026-04-29
VP010,FXO Rx DTMF Test Fail,VOIP Test Function Issue,2026-04-29
VP011,FXO Tx DTMF Test Fail,VOIP Test Function Issue,2026-04-29
VP012,Relay Test Fail,VOIP Test Function Issue,2026-04-29
VP013,FXS1 Ring Test Fail,VOIP Test Function Issue,2026-04-29
VP014,FXS2 Ring Test Fail,VOIP Test Function Issue,2026-04-29
VP015,VOIP Init Fail,VOIP Test Function Issue,2026-04-29
VP016,Off Hook Fail,VOIP Test Function Issue,2026-04-29
VP017,FXS Phone Detect Fail,VOIP Test Function Issue,2026-04-29
IS001,,ISDN Test Function Issue,2026-04-29
IS002,,ISDN Test Function Issue,2026-04-29
IS003,,ISDN Test Function Issue,2026-04-29
HM001,HDMI Video Fail,Home Media Box Test Function Issue,2026-04-29
HM002,HDMI Audio Fail,Home Media Box Test Function Issue,2026-04-29
HM003,CVBS Video Fail,Home Media Box Test Function Issue,2026-04-29
HM004,CVBS Audio Fail,Home Media Box Test Function Issue,2026-04-29
HM005,SCART CVBS Video Fail,Home Media Box Test Function Issue,2026-04-29
HM006,SCART CVBS Audio Fail,Home Media Box Test Function Issue,2026-04-29
HM007,RGB Video Fail,Home Media Box Test Function Issue,2026-04-29
HM008,RGB Audio Fail,Home Media Box Test Function Issue,2026-04-29
HM009,SVIDEO Fail,Home Media Box Test Function Issue,2026-04-29
HM010,YPbPr Video Fail,Home Media Box Test Function Issue,2026-04-29
HM011,YPbPr Audio Fail,Home Media Box Test Function Issue,2026-04-29
HM012,SPDIF COAXIAL Fail,Home Media Box Test Function Issue,2026-04-29
HM013,SPDIF OPTICAL Fail,Home Media Box Test Function Issue,2026-04-29
HM014,IR Receiver Fail,Home Media Box Test Function Issue,2026-04-29
HM015,7-SEG LED Fail,Home Media Box Test Function Issue,2026-04-29
HM016,SATA Fail,Home Media Box Test Function Issue,2026-04-29
HM017,Fast Blanking Voltage Fail,Home Media Box Test Function Issue,2026-04-29
HM018,Switch Voltage Fail,Home Media Box Test Function Issue,2026-04-29
HM019,Headphone Jack Fail,Home Media Box Test Function Issue,2026-04-29
HM020,OTP Fail,Home Media Box Test Function Issue,2026-04-29
HM021,DVB-T Test Fail,Home Media Box Test Function Issue,2026-04-29
HM022,SD Card Test Fail,Home Media Box Test Function Issue,2026-04-29
HM023,HDCP Code Fail,Home Media Box Test Function Issue,2026-04-29
HM024,CEC Test Fail,Home Media Box Test Function Issue,2026-04-29
HM025,Compare Blob Fail,Home Media Box Test Function Issue,2026-04-29
HM026,Download Key File Fail,Home Media Box Test Function Issue,2026-04-29
HM027,Download Image Fail,Home Media Box Test Function Issue,2026-04-29
HM028,Clear Env Fail,Home Media Box Test Function Issue,2026-04-29
HM029,Check Security Image Fail,Home Media Box Test Function Issue,2026-04-29
HM030,HDMI Picture Compare Fail,Home Media Box Test Function Issue,2026-04-29
HM031,HDMI DDC Test Fail,Home Media Box Test Function Issue,2026-04-29
HM032,MD5 Check Test Fail,Home Media Box Test Function Issue,2026-04-29
HM033,HDMI ARC Picture Compare Fail,Home Media Box Test Function Issue,2026-04-29
HM034,Emmc Throughput Test Fail,Home Media Box Test Function Issue,2026-04-29
HM035,Set Boot Env Fail,Home Media Box Test Function Issue,2026-04-29
HM036,Set Access Finish Stage Fail,Home Media Box Test Function Issue,2026-04-29
HM037,Check Access Finish Stage Fail,Home Media Box Test Function Issue,2026-04-29
HM038,Set BT Test Mode Fail,Home Media Box Test Function Issue,2026-04-29
HM039,DRM Key Injection Fail,Home Media Box Test Function Issue,2026-04-29
HM040,Check Bolt Version Fail,Home Media Box Test Function Issue,2026-04-29
HM041,Find DRM Key Fail,Home Media Box Test Function Issue,2026-04-29
HM042,Find HDCP Key Fail,Home Media Box Test Function Issue,2026-04-29
HM043,Get DRM MD5 Fail,Home Media Box Test Function Issue,2026-04-29
HM044,Write OtpMsp Fail,Home Media Box Test Function Issue,2026-04-29
HM045,Set to Android Recovery Mode Fail,Home Media Box Test Function Issue,2026-04-29
HM046,Get AES MD5 Fail,Home Media Box Test Function Issue,2026-04-29
HM047,Get Mediaroom MD5 Fail,Home Media Box Test Function Issue,2026-04-29
HM048,Find AES Key Fail,Home Media Box Test Function Issue,2026-04-29
HM049,Find Mediaroom Key Fai,Home Media Box Test Function Issue,2026-04-29
HM050,Write OtpMsp3 Fail,Home Media Box Test Function Issue,2026-04-29
HM051,Check MrIPTv Fail,Home Media Box Test Function Issue,2026-04-29
HM052,AES/Mediaroom Key Injection Fail,Home Media Box Test Function Issue,2026-04-29
HM053,Get EDAC MD5 Fail,Home Media Box Test Function Issue,2026-04-29
HM054,Check EDAC Fail,Home Media Box Test Function Issue,2026-04-29
HM055,Check Wifi MAC Fail,Home Media Box Test Function Issue,2026-04-29
HM056,Check LAN MAC Fail,Home Media Box Test Function Issue,2026-04-29
HM057,Check SN Fail,Home Media Box Test Function Issue,2026-04-29
HM058,HDMI Re-Open Fail,Home Media Box Test Function Issue,2026-04-29
HM059,Capture Log Fail,Home Media Box Test Function Issue,2026-04-29
HM060,Read Capture Log Fail,Home Media Box Test Function Issue,2026-04-29
HM061,Check CPU Type Fail,Home Media Box Test Function Issue,2026-04-29
HM062,Update to Default Fail,Home Media Box Test Function Issue,2026-04-29
HM063,Load Test Image From USB Fail,Home Media Box Test Function Issue,2026-04-29
HM064,Get VM Chip ID Fail,Home Media Box Test Function Issue,2026-04-29
HM065,Check Rework Uart Issue Fail,Home Media Box Test Function Issue,2026-04-29
HM066,Rework Uart Issue Fail,Home Media Box Test Function Issue,2026-04-29
HM067,DCB Certificate fail,Home Media Box Test Function Issue,2026-04-29
HM068,HDD Test Fail,Home Media Box Test Function Issue,2026-04-29
HM069,DVB-S Test Fail,Home Media Box Test Function Issue,2026-04-29
HM070,Get Emmc Name Fail,Home Media Box Test Function Issue,2026-04-29
HM071,Get CPU UID Fail,Home Media Box Test Function Issue,2026-04-29
HM072,BP3 Provision Fail,Home Media Box Test Function Issue,2026-04-29
HM073,Parsing BP3 Bin and Provision Log Fail,Home Media Box Test Function Issue,2026-04-29
HM074,Check BP3 Provision Fail,Home Media Box Test Function Issue,2026-04-29
HM075,Show BP3 Key Status Fail,Home Media Box Test Function Issue,2026-04-29
HM076,Create CA Default Partition Fail,Home Media Box Test Function Issue,2026-04-29
HM077,Get CDSN Fail,Home Media Box Test Function Issue,2026-04-29
HM078,Create CA Private Data Fail,Home Media Box Test Function Issue,2026-04-29
HM079,Write CA 51 Key Fail,Home Media Box Test Function Issue,2026-04-29
HM080,Check CA Value Fail,Home Media Box Test Function Issue,2026-04-29
HM081,Generate CA Report Fail,Home Media Box Test Function Issue,2026-04-29
HM082,OTA Test Fail,Home Media Box Test Function Issue,2026-04-29
HM083,Get Final Version Fail,Home Media Box Test Function Issue,2026-04-29
HM084,Set Android Boot Command Fail,Home Media Box Test Function Issue,2026-04-29
HM085,Check CSSN Label Fail,Home Media Box Test Function Issue,2026-04-29
HM086,Check GPT Table Fail,Home Media Box Test Function Issue,2026-04-29
HM086,Check GPT Table Fail,Home Media Box Test Function Issue,2026-04-29
HM087,Get ACAS ID Fail,Home Media Box Test Function Issue,2026-04-29
HM088,Check ACAS ID Fail,Home Media Box Test Function Issue,2026-04-29
HM089,Check BBS Port Fail,Home Media Box Test Function Issue,2026-04-29
HM090,Get Temperature Fail,Home Media Box Test Function Issue,2026-04-29
HM091,FAN Test Fail,Home Media Box Test Function Issue,2026-04-29
HM092,Enable FAN Fail,Home Media Box Test Function Issue,2026-04-29
HM093,Disable FAN Fail,Home Media Box Test Function Issue,2026-04-29
HM094,Creat FAT32 Test Fail,Home Media Box Test Function Issue,2026-04-29
HM095,Write All Key Test Fail,Home Media Box Test Function Issue,2026-04-29
HM096,Get All Key Test Fail,Home Media Box Test Function Issue,2026-04-29
HM097,Check DRMID Test Fail,Home Media Box Test Function Issue,2026-04-29
HM098,DVB-C Test Fail,Home Media Box Test Function Issue,2026-04-29
HM099,Emmc Speed Fail,Home Media Box Test Function Issue,2026-04-29
HM100,Create Default WiFi Calibration File Fail,Unknown,2026-04-29
HM101,Test Tuner Fail,Unknown,2026-04-29
HM102,Check CCAS Test Fail,Unknown,2026-04-29
HM103,Enable Emmc Reset Fail,Unknown,2026-04-29
HM104,Power Down Test Fail,Unknown,2026-04-29
HM105,Check DRMID with SFIS Fail,Unknown,2026-04-29
HM106,Open Camera Fail,Unknown,2026-04-29
HM107,Capture Photo Fail,Unknown,2026-04-29
HM108,Transfer Photo Fail,Unknown,2026-04-29
HM109,RGB Capture Test Fail,Unknown,2026-04-29
HM110,Slider Test Fail,Unknown,2026-04-29
HM111,EDID Test Fail,Home Media Box Test Function Issue,2026-04-29
PT001,Photo test fail,Photo Test Function Issue,2026-04-29
PT002,SFR/MTF test fail,Photo Test Function Issue,2026-04-29
PT003,RGB color accuracy test fail,Photo Test Function Issue,2026-04-29
PT004,Color shading test fail,Photo Test Function Issue,2026-04-29
PT005,Lens shading test fail,Photo Test Function Issue,2026-04-29
PT006,Particle test fail,Photo Test Function Issue,2026-04-29
PT007,Hot pixel test fail,Photo Test Function Issue,2026-04-29
PT008,Bad pixel test fail,Photo Test Function Issue,2026-04-29
PT009,Distortion test fail,Photo Test Function Issue,2026-04-29
PT010,Shift test fail,Photo Test Function Issue,2026-04-29
PN005,Telnet_Ftp_FH Fail,PON Test Function Issue,2026-04-29
PN101,Check CMA50 Fail,Unknown,2026-04-29
PN102,Check Optical Power Fail,Unknown,2026-04-29
PN103,Connect to Optical Power Meter Fail,Unknown,2026-04-29
PN104,Optical Loss Check Fail,Unknown,2026-04-29
PN105,Enable Laser TX via CLI Fail,Unknown,2026-04-29
PN106,Disable Laser TX via CLI Fail,Unknown,2026-04-29
PN201,CLI_PON_RXlink_Check Fail,Unknown,2026-04-29
PN202,Wait PON_RX String Fail,Unknown,2026-04-29
PN203,Web_PON_RXlink_Check Fail,Unknown,2026-04-29
PN204,Write TSSI Fail,Unknown,2026-04-29
PN205,PON Throughput Test Fail,Unknown,2026-04-29
PN206,Check TSSI Fail,Unknown,2026-04-29
PN301,Telnet_C242_ONU Fail,Unknown,2026-04-29
PN500,Detect BOSA Module Cal Data File From Data,Unknown,2026-04-29
PN501,Set BOSA DDMI Data Fail,Unknown,2026-04-29
PN502,Set BOSA Target Data Fail,Unknown,2026-04-29
PN503,Set BOSA Laser TX PWR Fail,Unknown,2026-04-29
PN504,Set BOSA Laser RX PWR Fail,Unknown,2026-04-29
PN505,Set BOSA LU Table Fail,Unknown,2026-04-29
PN506,Set BOSA A0 Table Fail,Unknown,2026-04-29
PN507,Check BOSA DDMI Fail,Unknown,2026-04-29
PN508,Check BOSA Target Fail,Unknown,2026-04-29
PN509,Check BOSA TX PWR Fail,Unknown,2026-04-29
PN510,Check BOSA RX PWR Fail,Unknown,2026-04-29
PN511,Check BOSA LU Table Fail,PON Test Function Issue,2026-04-29
PN512,Check BOSA A0 Table Fail,PON Test Function Issue,2026-04-29
PN513,Check Test Fixture OLT Fail,PON Test Function Issue,2026-04-29
PN514,OLT Side Start to PRBS Mode Fail,PON Test Function Issue,2026-04-29
PN515,ONT Side Set PRBS Command Fail,PON Test Function Issue,2026-04-29
PN516,ONT Side Pre PRBS Test Fail,PON Test Function Issue,2026-04-29
PN517,ONT Side PRBS Test Fail,PON Test Function Issue,2026-04-29
PN518,BOSA Calibration TX Test Fail,PON Test Function Issue,2026-04-29
PN519,BOSA Eye Diagram Test Fail,PON Test Function Issue,2026-04-29
PN520,Check ONT connect Success from OLT Side Fail,Unknown,2026-04-29
PN521,Check OLT Enable Fail,PON Test Function Issue,2026-04-29
PN522,Check ONT Signal Level from OLT Fail,PON Test Function Issue,2026-04-29
PN523,ONT Check MAC Base Fail,PON Test Function Issue,2026-04-29
PN524,ONT Check MAC address number Fail,PON Test Function Issue,2026-04-29
PN525,Set to Normal Mode Fail,PON Test Function Issue,2026-04-29
PN528,Check Serial Number Fail,PON Test Function Issue,2026-04-29
PN529,BOSA Eye Diagram Test Fail,PON Test Function Issue,2026-04-29
PN530,BOSA Eye Diagram ER Test Fail,Unknown,2026-04-29
PN531,BOSA Eye Diagram P-P Jitter Test Fail,PON Test Function Issue,2026-04-29
PN532,BOSA Eye Diagram Mask Margin Test Fail,PON Test Function Issue,2026-04-29
PN533,BOSA Eye Diagram Avg Power Check Fail,PON Test Function Issue,2026-04-29
PN535,BOSA Eye Diagram Crossing and ER Test Fail,PON Test Function Issue,2026-04-29
PN536,OLT Side Set IS Fail,PON Test Function Issue,2026-04-29
PN537,BOSA Calibration RX Test Fail,PON Test Function Issue,2026-04-29
PN538,OLT Side Set OOS Fail,PON Test Function Issue,2026-04-29
PN539,BOSA Calibration RX Test Set Attenuator Fail,PON Test Function Issue,2026-04-29
PN540,BOSA Load Test Image Fail,Unknown,2026-04-29
PN541,Check OLT link to ONU Fail,PON Test Function Issue,2026-04-29
PN542,Check Ethernet Link Status Fail,PON Test Function Issue,2026-04-29
PN543,Can't execute NuServerAP.exe,PON Test Function Issue,2026-04-29
PN544,Check BOSA RX DDMI Too High,PON Test Function Issue,2026-04-29
PN545,Check BOSA RX DDMI Too Low,PON Test Function Issue,2026-04-29
PN546,Get BOSA RX DDMI Fail,PON Test Function Issue,2026-04-29
PN547,Get BOSA TX DDMI Fail,PON Test Function Issue,2026-04-29
PN548,Check BOSA TX Power Too High,PON Test Function Issue,2026-04-29
PN549,Check BOSA TX Power Too Low,PON Test Function Issue,2026-04-29
PN550,Set BOSA Init Power Fail,Unknown,2026-04-29
PN551,Set BOSA Ibias Fail,PON Test Function Issue,2026-04-29
PN552,Set BOSA Eye Diagram Switch Fail,PON Test Function Issue,2026-04-29
PN600     Initialize Calibration Process Fail,,Unknown,2026-04-29
PN601     APD Calibration Fail,,Unknown,2026-04-29
PN602     Open Loop Calibration Fail,,Unknown,2026-04-29
PN603     MPD Channel Calibration Fail,,Unknown,2026-04-29
PN604     DCD Calibration Fail,,Unknown,2026-04-29
PN605     tracking cal tracking targets Fail,,Unknown,2026-04-29
PN606     Average optical power calibration Fail,,Unknown,2026-04-29
PN608     First Burst Targets Calibration Fail,,Unknown,2026-04-29
PN609     Eye Safety Threshold Validation Fail,,Unknown,2026-04-29
PN610     Rogue Threshold Validation Fail,,Unknown,2026-04-29
PN611     RSSI Calibration Fail,,PON Test Function Issue,2026-04-29
PN612     RSSI-LOS Calibration Fail,,PON Test Function Issue,2026-04-29
PN614     Program Calibration Data Fail,,PON Test Function Issue,2026-04-29
PN615     BRCM PON Solution Verify TX Power Fail,,PON Test Function Issue,2026-04-29
PN616     BRCM PON Solution Verify RX Power Fail,,PON Test Function Issue,2026-04-29
PN617     BRCM PON Solution Verify RX SEN Fail,,PON Test Function Issue,2026-04-29
PN618     Put PMD firmware in calibration mode Fail,,PON Test Function Issue,2026-04-29
PN619     Remove PMD calibration files from flash Fail,,PON Test Function Issue,2026-04-29
PN621     Bias Optical Power Calibration Fail,,PON Test Function Issue,2026-04-29
PN622     Modulation Optical Power Calibration Fail,,PON Test Function Issue,2026-04-29
PN623     Check Calibration Data Fail,,PON Test Function Issue,2026-04-29
PN624     PON throughput larger than link rate,,PON Test Function Issue,2026-04-29
PN625     Python Calibration Fail,,PON Test Function Issue,2026-04-29
PN700     XGPON RX SEN PRBS23 Test Fail,,Unknown,2026-04-29
PN701     XGPON Init and connect to Test Equipment Fail,,Unknown,2026-04-29
PN702     XGPON TX Calibration Test Fail,,Unknown,2026-04-29
PN703     XGPON RX Calibration Test Fail,,Unknown,2026-04-29
PN704     XGPON TX Calibration Exception Fail,,Unknown,2026-04-29
PN705     XGPON RX Calibration Exception Fail,,Unknown,2026-04-29
PN706     XGPON Read Power Measurements From OPM Fail,,Unknown,2026-04-29
PN707     XGPON Generate and Write APD LUT Fail,,Unknown,2026-04-29
PN708     XGPON RX Calibration Set Attenuator Fail,,Unknown,2026-04-29
PN709     XGPON Check TX DDMI too Hight Fail,,Unknown,2026-04-29
PN710     XGPON Check TX DDMI too Low Fail,,Unknown,2026-04-29
PN711     XGPON Check RX DDMI too Hight Fail,,PON Test Function Issue,2026-04-29
PN712     XGPON Check RX DDMI too Low Fail,,PON Test Function Issue,2026-04-29
PN713     XGPON Extinction Ratio Calibration Exception,,PON Test Function Issue,2026-04-29
PN714     XGPON Check DDMI Get Data Fail,,PON Test Function Issue,2026-04-29
PN715     XGPON Set the EYE Diagram Measured Port Fail,,PON Test Function Issue,2026-04-29
PN716     XGPON Extinction Ratio Calibration Tune ER,,PON Test Function Issue,2026-04-29
PN717     XGPON Extinction Ratio Calibration Check,,PON Test Function Issue,2026-04-29
PN718     XGPON Extinction Ratio Calibration Check,,PON Test Function Issue,2026-04-29
PN719     XGPON Extinction Ratio Calibration Check Point,,PON Test Function Issue,2026-04-29
PN720     XGPON Extinction Ratio Calibration Check Mask,,Unknown,2026-04-29
PN721     XGPON Measuring and Check TXPOW with,,PON Test Function Issue,2026-04-29
PN722     XGPON Measuring and Check TXPOW with,,PON Test Function Issue,2026-04-29
PN723     XGPON Measuring and Check RXPOW with,,PON Test Function Issue,2026-04-29
PN724     XGPON Measuring and Check RXPOW with,,PON Test Function Issue,2026-04-29
PN725     XGPON Check TX Power Fail,,PON Test Function Issue,2026-04-29
PN726     XGPON Check RX Power Fail,,PON Test Function Issue,2026-04-29
PN727     XGPON Check connection Status between ONU,,PON Test Function Issue,2026-04-29
PN751     Init and connect to Test Equipment Fail,,PON Test Function Issue,2026-04-29
PN752     Extinction Ratio Calibration Fail,,PON Test Function Issue,2026-04-29
PN753     Transmit Output Power Tuning Fail,,PON Test Function Issue,2026-04-29
PN754     Extinction Ratio Calibration Tune ER Fail,,PON Test Function Issue,2026-04-29
PN755     Extinction Ratio Calibration Check Point to Point,,PON Test Function Issue,2026-04-29
PN756     Extinction Ratio Calibration Check Mask Margin,,PON Test Function Issue,2026-04-29
PN757     Query BOSA Data From DataBase Fail,,PON Test Function Issue,2026-04-29
PN758     Estimate DAC Value Fail,,PON Test Function Issue,2026-04-29
"PN759     Check table 4 0x98, 0x99 Fail",,Unknown,2026-04-29
PN760     Enable Prbs23 Fail,,Unknown,2026-04-29
PN761     Set Support Volt=3.3V Fail,,PON Test Function Issue,2026-04-29
PN762     Set TX power slop and offset Fail,,PON Test Function Issue,2026-04-29
PN763     Load Calibration init data Fail,,PON Test Function Issue,2026-04-29
PN764     Check Bias Current Fail,,PON Test Function Issue,2026-04-29
PN765     RX SEN PRBS23 Test Fail,,PON Test Function Issue,2026-04-29
PN766     Back Up Calibration Data Fail,,PON Test Function Issue,2026-04-29
PN767     Check RX DDMI too Hight at -29 dBm Fail,,PON Test Function Issue,2026-04-29
PN768     Check RX DDMI too Low at -29 dBm Fail,,PON Test Function Issue,2026-04-29
PN769     Check RX DDMI too Hight at -25 dBm Fail,,PON Test Function Issue,2026-04-29
PN770     Check RX DDMI too Low at -25 dBm Fail,,Unknown,2026-04-29
PN771     Check RX DDMI too Hight at -15 dBm Fail,,PON Test Function Issue,2026-04-29
PN772     Check RX DDMI too Low at -15 dBm Fail,,PON Test Function Issue,2026-04-29
PN773     Check RX Board Data Fail,,PON Test Function Issue,2026-04-29
PN774     Load Initial File Fail,,PON Test Function Issue,2026-04-29
PN775     Check Link status Fail,,PON Test Function Issue,2026-04-29
PN776     Check DDMI Temperature (too Low) Fail,,PON Test Function Issue,2026-04-29
PN777     Check DDMI Temperature (too High) Fail,,PON Test Function Issue,2026-04-29
PN778     Check BOSA Data Fail,,PON Test Function Issue,2026-04-29
PN779     Check DDMI Transmit Power (too Low) Fail,,PON Test Function Issue,2026-04-29
PN780     Check DDMI Transmit Power (too High) Fail,,Unknown,2026-04-29
PN781     Check DDMI Receive Power (too Low) Fail,,PON Test Function Issue,2026-04-29
PN782     Check DDMI Receive Power (too High) Fail,,PON Test Function Issue,2026-04-29
PN783     Check Transmit Output Power Fail,,PON Test Function Issue,2026-04-29
PN784     Extinction Ratio Calibration Check Crossing Fail,,PON Test Function Issue,2026-04-29
PN785     Check Register Fail,,PON Test Function Issue,2026-04-29
PN786     Check RX DDMI RX Power Fail,,PON Test Function Issue,2026-04-29
PL001,Zero Cross Fail,Power Line Test Function Issue,2026-04-29
PL002,Burn Micro Code Fail,Power Line Test Function Issue,2026-04-29
PL003,Check Power Saving Mode Fail,Power Line Test Function Issue,2026-04-29
FM001,Initial Frequency Calibration Fail,Femtocell Test Function Issue,2026-04-29
FM002,TX Power Calibration Fail,Femtocell Test Function Issue,2026-04-29
FM003,RX RSSI Calibration Fail,Femtocell Test Function Issue,2026-04-29
FM004,TX Frequency Fail,Femtocell Test Function Issue,2026-04-29
FM005,Tx Power Step Fail,Femtocell Test Function Issue,2026-04-29
FM006,TX RHO Fail,Femtocell Test Function Issue,2026-04-29
FM007,TX ACP Fail,Femtocell Test Function Issue,2026-04-29
FM008,TX SEM Fail,Femtocell Test Function Issue,2026-04-29
FM009,RX RSSI Fail,Femtocell Test Function Issue,2026-04-29
FM010,RX BLER Fail,Femtocell Test Function Issue,2026-04-29
